ID,lat,lon,time,NMEA_lat,latDir,NMEA_lon,lonDir,fix,nSat,hError,altitude,unit,height (datum),unit,dgpsAge,checksum,note,typename,sub category
529,55.36803084,10.43249345,123111.3,5522.08185,N,1025.949607,E,4,10,1.3,22.398,M,39.413,M,1.3,0013*70,,,
530,55.36803089,10.43249343,123111.55,5522.081854,N,1025.949606,E,4,10,1.3,22.403,M,39.413,M,1.5,0013*79,,,
531,55.3680309,10.43249352,123111.75,5522.081854,N,1025.949611,E,4,10,1.3,22.399,M,39.413,M,1.8,0013*7F,,,
532,55.36808339,10.43263651,123134.7,5522.085004,N,1025.958191,E,4,9,2,22.519,M,39.413,M,1.7,0013*7D,,,
533,55.3682157,10.43265854,123200.6,5522.092942,N,1025.959512,E,4,10,1.1,22.37,M,39.413,M,0.6,0013*78,,,
534,55.36839186,10.43273492,123537.3,5522.103512,N,1025.964095,E,4,10,1.3,26.818,M,39.413,M,1.3,0013*7B,,,
535,55.36834886,10.43275188,123558.75,5522.100932,N,1025.965113,E,4,5,10.3,26.865,M,39.413,M,1.8,0013*47,,,
536,55.36826665,10.43272919,123624.85,5522.095999,N,1025.963752,E,4,11,1.2,25.805,M,39.413,M,0.9,0013*78,,,
537,55.36883149,10.43270835,123812.45,5522.12989,N,1025.962501,E,4,9,1.4,26.703,M,39.413,M,1.5,0013*74,,,
538,55.36882373,10.43265422,123847.9,5522.129424,N,1025.959253,E,4,8,1.8,25.033,M,39.413,M,0.9,0013*70,,,
539,55.36934014,10.4324658,124129.2,5522.160408,N,1025.947948,E,4,8,1.8,22.365,M,39.413,M,1.2,0013*77,,,
540,55.36947113,10.43178044,124251.7,5522.168268,N,1025.906826,E,4,13,0.8,23.561,M,39.413,M,0.7,0013*72,,,
541,55.36946594,10.43162458,124337.25,5522.167956,N,1025.897475,E,4,13,0.8,23.295,M,39.413,M,1.3,0013*72,,,
542,55.3694613,10.43147531,124359.75,5522.167678,N,1025.888519,E,4,11,1.1,23.487,M,39.413,M,1.8,0013*7B,,,
543,55.36945199,10.43131939,124427.1,5522.167119,N,1025.879163,E,4,8,1.9,22.389,M,39.413,M,1.1,0013*70,,,
544,55.36930025,10.43109385,124515.1,5522.158015,N,1025.865631,E,4,6,2.7,22.16,M,39.413,M,1.1,0013*7D,,,
545,55.369284,10.43114771,124530.5,5522.15704,N,1025.868863,E,4,7,2.5,22.436,M,39.413,M,1.5,0013*78,,,
546,55.36916675,10.43111181,124556.95,5522.150005,N,1025.866709,E,4,8,2,22.264,M,39.413,M,2,0013*7B,,,
547,55.36903134,10.43112953,124654.7,5522.14188,N,1025.867772,E,4,8,2.5,22.327,M,39.413,M,0.7,0013*7F,,,
548,55.36895786,10.43118954,124712,5522.137472,N,1025.871372,E,4,7,2.2,22.409,M,39.413,M,1,0013*76,,,
549,55.36890928,10.43114439,124733.45,5522.134557,N,1025.868664,E,4,8,1.5,22.322,M,39.413,M,1.5,0013*73,,,
550,55.36877624,10.43116308,124802.05,5522.126575,N,1025.869785,E,4,8,1.9,22.277,M,39.413,M,1,0013*77,,,
551,55.36868136,10.43113498,124826.05,5522.120882,N,1025.868099,E,4,10,1,22.398,M,39.413,M,1,0013*78,,,
552,55.36867142,10.43117701,124838.85,5522.120285,N,1025.870621,E,4,9,1.2,22.344,M,39.413,M,1.9,0013*72,,,
553,55.36864095,10.43115777,124857.8,5522.118457,N,1025.869466,E,4,10,1.3,22.42,M,39.413,M,1.8,0013*7A,,,
554,55.36926859,10.43119942,125015.35,5522.156115,N,1025.871965,E,4,10,1.2,23.35,M,39.413,M,1.4,0013*7B,,,
555,55.36927467,10.43134127,125034.1,5522.15648,N,1025.880476,E,4,10,1.9,22.766,M,39.413,M,1.1,0013*79,,,
556,55.36928055,10.43149952,125053.1,5522.156833,N,1025.889971,E,4,9,1.3,23.634,M,39.413,M,1.1,0013*73,,,
557,55.36928665,10.43164639,125114,5522.157199,N,1025.898783,E,4,10,1.2,22.698,M,39.413,M,1,0013*72,,,
558,55.36929287,10.43180111,125137.8,5522.157572,N,1025.908067,E,4,10,1.1,23.481,M,39.413,M,1.8,0013*72,,,
559,55.3692989,10.4319504,125157.05,5522.157934,N,1025.917024,E,4,8,2.3,22.752,M,39.413,M,2,0013*7A,,,
560,55.36930564,10.43209972,125215.3,5522.158339,N,1025.925983,E,4,10,1.1,23.64,M,39.413,M,1.3,0013*79,,,
561,55.36931283,10.43225828,125234.55,5522.15877,N,1025.935497,E,4,8,1.4,22.726,M,39.413,M,1.5,0013*71,,,
563,55.36934025,10.43246562,125314.95,5522.160415,N,1025.947937,E,4,9,2,22.379,M,39.413,M,0.9,0013*7A,,,
564,55.36926337,10.43255692,125423.3,5522.155802,N,1025.953415,E,4,11,1.3,24.346,M,39.413,M,1.3,0013*70,,,
565,55.3692666,10.4326538,125451.9,5522.155996,N,1025.959228,E,4,7,2.4,26.75,M,39.413,M,1.9,0013*72,,,
566,55.36928252,10.43265079,125519.15,5522.156951,N,1025.959048,E,4,7,2.4,26.677,M,39.413,M,1.1,0013*7A,,,
567,55.36916251,10.43242551,125605.65,5522.149751,N,1025.94553,E,4,10,1.1,23.461,M,39.413,M,1.6,0013*72,,,
568,55.36921747,10.43224769,125630.85,5522.153048,N,1025.934861,E,4,11,0.9,23.449,M,39.413,M,0.9,0013*75,,,
569,55.3692146,10.43217171,125647.8,5522.152876,N,1025.930303,E,4,10,1.2,23.869,M,39.413,M,0.8,0013*7B,,,
570,55.36921014,10.43209327,125703.95,5522.152608,N,1025.925596,E,4,10,1.2,23.989,M,39.413,M,0.9,0013*7C,,,
571,55.36920695,10.43201477,125720.15,5522.152417,N,1025.920886,E,4,10,1.2,23.898,M,39.413,M,1.1,0013*71,,,
572,55.36920283,10.43193304,125737.15,5522.15217,N,1025.915983,E,4,11,0.9,24.039,M,39.413,M,1.1,0013*7E,,,
573,55.36920015,10.43185572,125755.7,5522.152009,N,1025.911343,E,4,11,0.9,23.905,M,39.413,M,1.7,0013*7E,,,
574,55.36919323,10.43168785,125823.65,5522.151594,N,1025.901271,E,4,10,1.2,23.89,M,39.413,M,1.6,0013*73,,,
575,55.369189,10.43160691,125841.35,5522.15134,N,1025.896414,E,4,11,0.9,24.01,M,39.413,M,1.4,0013*74,,,
576,55.36918475,10.43152549,125906.85,5522.151085,N,1025.891529,E,4,10,1.2,23.544,M,39.413,M,0.9,0013*7A,,,
577,55.36918317,10.43144899,125926.3,5522.15099,N,1025.886939,E,4,8,2.2,22.779,M,39.413,M,1.3,0013*72,,,
578,55.36917801,10.43137014,125942.9,5522.150681,N,1025.882208,E,4,9,1.8,23.515,M,39.413,M,0.9,0013*76,,,
579,55.36917584,10.43129058,125957.75,5522.15055,N,1025.877435,E,4,7,3.3,22.721,M,39.413,M,1.8,0013*78,,,
580,55.36913563,10.43125038,130035.4,5522.148138,N,1025.875023,E,4,8,2.2,23.645,M,39.413,M,1.4,0013*75,,,
581,55.36910976,10.4312201,130059.15,5522.146586,N,1025.873206,E,4,9,1.8,23.605,M,39.413,M,2.2,0013*77,,,
582,55.36900376,10.4312484,130121.7,5522.140226,N,1025.874904,E,4,6,2.8,22.933,M,39.413,M,1.7,0013*72,,,
583,55.3689508,10.4312389,130149.7,5522.137048,N,1025.874334,E,4,8,2,23.256,M,39.413,M,0.7,0013*7D,,,
584,55.36894673,10.43124233,130217.4,5522.136804,N,1025.87454,E,4,8,2.1,23.846,M,39.413,M,1.4,0013*79,,,
585,55.36901243,10.4317487,130307.75,5522.140746,N,1025.904922,E,4,9,1.7,23.594,M,39.413,M,1.8,0013*78,,,
586,55.36901878,10.43191996,130332.1,5522.141127,N,1025.915198,E,4,9,1.2,23.726,M,39.413,M,1.1,0013*77,,,
587,55.36887482,10.43177135,130405.5,5522.132489,N,1025.906281,E,4,9,1.7,23.746,M,39.413,M,1.5,0013*71,,,
588,55.36887779,10.43193659,130425.15,5522.132668,N,1025.916195,E,4,8,1.4,23.692,M,39.413,M,1.1,0013*79,,,
589,55.36899722,10.43244518,130514.55,5522.139833,N,1025.946711,E,4,8,2.1,23.486,M,39.413,M,1.5,0013*7D,,,
590,55.36901218,10.43251322,130531.75,5522.140731,N,1025.950793,E,4,9,1.7,22.424,M,39.413,M,1.8,0013*7A,,,
591,55.36891956,10.4325705,130601.05,5522.135174,N,1025.95423,E,4,9,1.7,22.3,M,39.413,M,1,0013*72,,,
592,55.36883824,10.43247057,130623.05,5522.130294,N,1025.948234,E,4,9,1.6,23.33,M,39.413,M,1,0013*76,,,
593,55.36869741,10.43234824,130651.05,5522.121844,N,1025.940894,E,4,10,1.1,23.089,M,39.413,M,1,0013*79,,,
594,55.36866409,10.43253087,130715.15,5522.119845,N,1025.951852,E,4,8,1.3,22.419,M,39.413,M,1.1,0013*70,,,
595,55.36863763,10.43194805,130811.45,5522.118258,N,1025.916883,E,4,10,1.1,22.459,M,39.413,M,1.5,0013*7A,,,
596,55.36867341,10.43188424,130825.2,5522.120405,N,1025.913054,E,4,10,1.1,23.261,M,39.413,M,1.2,0013*7D,,,
597,55.36871729,10.43221734,130855.2,5522.123038,N,1025.933041,E,4,8,2.5,22.923,M,39.413,M,1.2,0013*72,,,
599,55.36870372,10.43184091,131034.7,5522.122223,N,1025.910455,E,4,11,1.1,23.864,M,39.413,M,1.7,0013*7E,,,
600,55.36862719,10.43169839,131115.2,5522.117631,N,1025.901904,E,4,8,1.7,22.44,M,39.413,M,1.2,0013*79,,,
601,55.36865378,10.43142163,131142.55,5522.119227,N,1025.885298,E,4,9,1.5,23.08,M,39.413,M,1.5,0013*70,,,
602,55.36860717,10.43122277,131234.55,5522.11643,N,1025.873366,E,4,6,4.8,22.376,M,39.413,M,1.5,0013*7B,,,
603,55.36825128,10.43071146,131702,5522.095077,N,1025.842688,E,5,6,7.2,25.462,M,39.413,M,1,0013*78,,,
604,55.36843385,10.43028474,131757.75,5522.106031,N,1025.817084,E,4,7,2.9,24.043,M,39.413,M,1.8,0013*78,,,
605,55.36808324,10.43263627,132124.2,5522.084995,N,1025.958176,E,4,11,1,22.47,M,39.413,M,1.2,0013*7A,,,
606,55.36804875,10.43273609,132151.15,5522.082925,N,1025.964165,E,4,10,1.6,24.402,M,39.413,M,1.1,0013*75,,,
607,55.36800456,10.43274385,132217.6,5522.080273,N,1025.964631,E,4,8,1.3,24.225,M,39.413,M,1.6,0013*7B,,,
608,55.36792712,10.43264558,132257.25,5522.075627,N,1025.958735,E,4,11,1,22.383,M,39.413,M,1.3,0013*7B,,,
